,title,certification,rating,numStudent,difficulty,link,skills
854,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
855,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
856,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
857,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
858,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
859,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
860,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
861,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
862,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
863,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
864,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
865,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
866,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
867,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
868,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
869,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
870,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
871,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
872,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
873,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
874,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
875,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
876,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
877,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
878,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
879,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
880,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
881,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
882,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
883,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
884,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
885,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
886,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
887,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
888,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
889,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
890,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
891,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
892,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
893,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
894,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
895,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
896,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
897,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
898,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
899,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
900,Introduction to Augmented Reality and ARCore,COURSE,4.5,49k,Beginner,https://www.coursera.org/learn/ar,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
901,De-Mystifying Mindfulness,COURSE,4.8,180k,Beginner,https://www.coursera.org/learn/mindfulness,EthicsMeditationPositive PsychologyMindfulnessPhilosophy
902,Machine Learning Foundations: A Case Study Approach,COURSE,4.6,320k,Mixed,https://www.coursera.org/learn/ml-foundations,Python ProgrammingMachine Learning ConceptsMachine LearningDeep Learning
903,Implementación del Marketing Mix,SPECIALIZATION,4.8,40k,Beginner,https://www.coursera.org/specializations/implementacion-marketing-mix,Trade MarketingMarketingBrand ManagementPricing StrategiesProduct ManagementTouchpointBusiness StrategyPricingStrategic ManagementRetailingMarketing MixRetail Management
904,The Science of Training Young Athletes,COURSE,4.8,17k,Beginner,https://www.coursera.org/learn/youth-sports,TrainingCoachingPlanningTraining Programs
905,Information Security: Context and Introduction,COURSE,4.6,46k,Beginner,https://www.coursera.org/learn/information-security-data,CybersecurityCryptographyInformation Security (INFOSEC)Security Management
906,Analysing: Numeric and digital literacies,SPECIALIZATION,4.6,20k,Beginner,https://www.coursera.org/specializations/analysing-numeric-digital-literacies,Financial AnalysisFinancial ModelingData Visualization (DataViz)Statistical analysis skills
907,Developing Industrial Internet of Things,SPECIALIZATION,4.6,21k,Intermediate,https://www.coursera.org/specializations/developing-industrial-iot,best security practicesmachine learning and big data analyticsleading platforms for IIoT developmentoperating systems in IIoT deploymentswireless protocolsC/C++
